salinas_a;none;none;;195
salinas_a;none;none;;628
salinas_a;none;none;;404
salinas_a;none;none;;136
salinas_a;none;none;;149
salinas_a;linear;1;;4699
salinas_a;linear;1;;4437
salinas_a;linear;1;;4339
salinas_a;linear;1;;4395
salinas_a;linear;1;;4501
salinas_a;linear;4;;6378
salinas_a;linear;4;;6127
salinas_a;linear;4;;6051
salinas_a;linear;4;;6003
salinas_a;linear;4;;5975
salinas_a;convolutional;1;;5914
salinas_a;convolutional;1;;7039
salinas_a;convolutional;1;;7479
salinas_a;convolutional;1;;8607
salinas_a;convolutional;1;;7157
salinas_a;linear;2;;8053
salinas_a;linear;2;;7010
salinas_a;linear;2;;6954
salinas_a;linear;2;;7045
salinas_a;linear;2;;7018
salinas_a;linear;3;;8395
salinas_a;linear;3;;7125
salinas_a;linear;3;;7291
salinas_a;linear;3;;7401
salinas_a;linear;3;;7136
salinas_a;linear;5;;8420
salinas_a;linear;5;;10582
salinas_a;linear;5;;9043
salinas_a;linear;5;;12477
salinas_a;linear;5;;7133
salinas_a;linear;6;;10155
salinas_a;linear;6;;10235
salinas_a;linear;6;;10109
salinas_a;linear;6;;9971
salinas_a;linear;6;;10682
salinas_a;convolutional;2;;5498
salinas_a;convolutional;2;;8900
salinas_a;convolutional;2;;7670
salinas_a;convolutional;2;;6950
salinas_a;convolutional;2;;7085
salinas_a;convolutional;3;;6783
salinas_a;convolutional;3;;12126
salinas_a;convolutional;3;;12940
salinas_a;convolutional;3;;8578
salinas_a;convolutional;3;;7266
