samson;linear;1;1;;152862;9.822992979025003e-06
samson;linear;1;2;;304636;2.498120375094004e-05
samson;linear;1;3;;346107;2.1632606149069034e-05
samson;linear;1;4;;350387;1.3662936908076517e-05
samson;linear;1;5;;342359;1.1987253856204916e-05
samson;linear;1;6;;343830;8.97803511179518e-06
samson;linear;1;7;;293034;1.3987315469421446e-05
samson;linear;1;8;;348273;1.1368910236342344e-05
samson;linear;1;9;;113050;1.2668418094108347e-05
samson;linear;1;10;;349149;2.2472899217973463e-05
samson;linear;4;1;;378824;0.012777736410498619
samson;linear;4;2;;335333;0.0021795763168483973
samson;linear;4;3;;32051354;0.0019546663388609886
samson;linear;4;4;;206549;0.0014570889761671424
samson;linear;4;5;;236732;0.0008211891399696469
samson;linear;4;6;;199353;0.0017753619467839599
samson;convolutional;1;1;;375244;0.002640936989337206
samson;convolutional;1;2;;330655;0.002843637252226472
samson;convolutional;1;3;;344369;0.0019455347210168839
samson;convolutional;1;4;;402652;0.0017055242788046598
samson;convolutional;1;5;;437895;0.0015086834318935871
samson;convolutional;1;6;;359675;0.0017999219708144665
samson;convolutional;1;7;;65056305;0.0017670660745352507
samson;convolutional;1;8;;230364;0.001612124964594841
samson;convolutional;1;9;;267841;0.0018261205404996872
samson;convolutional;1;10;;205051;0.0015332826878875494
samson;linear;2;1;;462774;2.0807185137527995e-05
samson;linear;2;2;;502082;2.54385649895994e-05
samson;linear;2;3;;460094;1.2933079233334865e-05
samson;linear;2;4;;495024;1.7264886992052197e-05
samson;linear;2;5;;415405;7.080640898493584e-06
samson;linear;2;6;;430043;1.0234806723019574e-05
samson;linear;2;7;;468878;1.323621290794108e-05
samson;linear;2;8;;536124;1.740001971484162e-05
samson;linear;2;9;;568609;2.808239332807716e-05
samson;linear;2;10;;589790;1.1943729987251572e-05
samson;linear;3;1;;455149;0.00155049713794142
samson;linear;3;2;;510884;0.0012323525734245777
samson;linear;3;3;;474631;1.0911405297520105e-05
samson;linear;3;4;;525377;5.192056414671242e-05
samson;linear;3;5;;534068;0.0010916880564764142
samson;linear;3;6;;418606;8.84805413079448e-05
samson;linear;3;7;;602879;0.0009630286949686706
samson;linear;3;8;;596289;0.00010015840962296352
samson;linear;3;9;;510201;0.00018036139954347163
samson;linear;3;10;;652579;8.31590368761681e-05
samson;linear;5;1;;620136;0.018509889021515846
samson;linear;5;2;;628079;0.004822274204343557
samson;linear;5;3;;573505;0.005161561071872711
samson;linear;5;4;;479575;0.0005228284862823784
samson;linear;5;5;;420221;0.00024006247986108065
samson;linear;5;6;;534304;0.00013850847608409822
samson;linear;5;7;;547414;0.0002769376733340323
samson;linear;5;8;;555812;0.0013813454424962401
samson;linear;5;9;;533025;0.0007156635401770473
samson;linear;5;10;;564162;0.0008967851172201335
samson;linear;6;1;;741874;0.0175208430737257
samson;linear;6;2;;571942;0.007960423827171326
samson;linear;6;3;;628593;0.002891941461712122
samson;linear;6;4;;645500;0.0012942475732415915
samson;linear;6;5;;677973;0.0022920886985957623
samson;linear;6;6;;665719;0.0009006522595882416
samson;linear;6;7;;21083790;0.0006041903397999704
samson;linear;6;8;;40358340;0.00109787005931139
samson;linear;6;9;;328669;0.001432975521311164
samson;linear;6;10;;626885;0.00013707664038520306
samson;convolutional;2;1;;278724;0.0025442643091082573
samson;convolutional;2;2;;333173;0.0023699079174548388
samson;convolutional;2;3;;238583;0.002191598527133465
samson;convolutional;2;4;;322838;0.0018190499395132065
samson;convolutional;2;5;;421159;0.0026766215451061726
samson;convolutional;2;6;;406405;0.00228543090634048
samson;convolutional;2;7;;363031;0.002592838369309902
samson;convolutional;2;8;;328724;0.002506210468709469
samson;convolutional;2;9;;190794;0.0027460430283099413
samson;convolutional;2;10;;270837;0.0019733645021915436
samson;convolutional;3;1;;227637;0.0028799986466765404
samson;convolutional;3;2;;236016;0.0028217844665050507
samson;convolutional;3;3;;238632;0.002928527072072029
samson;convolutional;3;4;;428373;0.0026489479932934046
samson;convolutional;3;5;;431177;0.0026383339427411556
samson;convolutional;3;6;;433431;0.0025074819568544626
samson;convolutional;3;7;;431642;0.0022687537129968405
samson;convolutional;3;8;;424842;0.001492460141889751
samson;convolutional;3;9;;438955;0.0017675188137218356
samson;convolutional;3;10;;434697;0.0010085233952850103
